Advances,TID,SID,TSV
31239,1648,8554,1251
31240,52738,1648,6414
31241,44877,52738,3113
31242,56860,44877,3626
31243,7420,56860,6236
31244,53653,7420,6573
31245,28387,53653,6126
31246,30372,28387,776
31247,61659,30372,4303
31248,19019,61659,5970
31249,30112,19019,2045
31250,28779,30112,185
31251,20160,28779,2005
31252,46824,20160,7941
31253,46441,46824,112
31254,35187,46441,1923
31255,40078,35187,703
31256,6133,40078,4463
31257,44082,6133,6008
31258,18363,44082,7537
31259,24294,18363,811
31260,59332,24294,5924
31261,13745,59332,6734
31262,6888,13745,1515
31263,33792,6888,5085
31264,36530,33792,342
31265,50260,36530,2396
31266,62497,50260,1550
31267,34750,62497,3699
31268,55212,34750,2562
31269,13684,55212,7259
31270,30778,13684,2473
31271,50430,30778,6040
31272,10483,50430,7553
31273,46282,10483,4999
31274,12307,46282,4251
31275,34863,12307,5895
31276,34083,34863,417
31277,25377,34083,7360
31278,23362,25377,1804
31279,46886,23362,7564
31280,39024,46886,1514
31281,46157,39024,1415
31282,18671,46157,8084
31283,8754,18671,3419
31284,22067,8754,3712
31285,47195,22067,7629
31286,23295,47195,7252
31287,53869,23295,4370
31288,60068,53869,1817
31289,50185,60068,1493
31290,6004,50185,6767
31291,59732,6004,8132
31292,1257,59732,7607
31293,11384,1257,1298
31294,60435,11384,6157
31295,58778,60435,305
31296,48462,58778,2842
31297,2591,48462,5866
31298,34887,2591,4171
31299,24888,34887,7471
31300,39894,24888,8029
31301,14082,39894,5530
31302,61765,14082,6344
31303,40136,61765,3505
31304,33522,40136,967
31305,64548,33522,4058
31306,46192,64548,2314
31307,27667,46192,6924
31308,33423,27667,7635
31309,8761,33423,5142
31310,56317,8761,7992
31311,22504,56317,4482
31312,55126,22504,4119
31313,22944,55126,4574
31314,35290,22944,6671
31315,2350,35290,4126
31316,39470,2350,4704
31317,11664,39470,5879
31318,23755,11664,3627
31319,20796,23755,446
31320,58373,20796,5799
31321,63120,58373,594
31322,982,63120,7848
31323,25448,982,3095
31324,27088,25448,343
31325,32812,27088,7487
31326,41953,32812,1145
31327,5085,41953,5639
31328,54479,5085,6370
31329,21989,54479,4133
31330,62360,21989,5327
31331,12209,62360,7045
31332,23317,12209,3732
31333,60264,23317,5647
31334,12692,60264,7007
31335,16950,12692,3700
31336,23623,16950,974
31337,5123,23623,2312
31338,22712,5123,2455
31339,23440,22712,101
31340,1699,23440,2982
31341,32084,1699,3966
31342,14046,32084,2417
31343,44167,14046,4939
31344,18499,44167,7320
31345,8514,18499,3360
31346,18867,8514,3358
31347,2974,18867,2117
31348,37027,2974,4967
31349,58161,37027,3698
31350,34271,58161,3293
31351,46948,34271,1623
31352,9824,46948,4640
31353,52336,9824,7490
31354,27752,52336,5123
31355,59913,27752,4300
31356,5442,59913,8169
31357,39926,5442,4566
31358,4695,39926,4404
31359,4659,4695,12
31360,63612,4659,7497
31361,40269,63612,3238
31362,65179,40269,3194
31363,50450,65179,1905
31364,9521,50450,7172
31365,64206,9521,7167
31366,558,64206,7964
31367,48561,558,6131
31368,63802,48561,2193
31369,65294,63802,198
31370,28278,65294,4655
31371,32143,28278,639
31372,21030,32143,1525
31373,63896,21030,5495
31374,19949,63896,5774
31375,25197,19949,1520
31376,28801,25197,605
31377,47835,28801,6475
31378,33539,47835,1851
31379,17769,33539,6349
31380,52057,17769,4550
31381,56165,52057,519
31382,61762,56165,1348
31383,63308,61762,193
31384,38909,63308,3094
31385,16977,38909,6837
31386,5299,16977,2780
31387,11807,5299,1877
31388,2567,11807,1155
31389,40702,2567,4767
31390,43903,40702,1712
31391,47107,43903,623
31392,36764,47107,1779
31393,51713,36764,2227
31394,21977,51713,5115
31395,1857,21977,2643
31396,36338,1857,4438
31397,16732,36338,6549
31398,20508,16732,552
31399,27552,20508,1911
31400,25107,27552,310
31401,13295,25107,2623
31402,43824,13295,4891
31403,36087,43824,1272
31404,43487,36087,1189
31405,53293,43487,3902
31406,42801,53293,3811
31407,64258,42801,2950
31408,6487,64258,7242
31409,51731,6487,6760
31410,5201,51731,7112
31411,59000,5201,7749
31412,24599,59000,4301
31413,19542,24599,1416
31414,56828,19542,4661
31415,22364,56828,4436
31416,58148,22364,5775
31417,51419,58148,1407
31418,9278,51419,7580
31419,29842,9278,2581
31420,20200,29842,1871
31421,23659,20200,592
31422,34657,23659,7009
31423,45238,34657,1786
31424,17785,45238,7865
31425,47527,17785,8091
31426,35290,47527,1551
31427,61481,35290,3902
31428,44321,61481,2977
31429,53049,44321,3139
31430,11365,53049,7275
31431,64619,11365,6657
31432,25370,64619,5102
31433,40268,25370,8138
31434,10350,40268,5796
31435,55472,10350,7707
31436,22168,55472,4549
31437,60989,22168,5908
31438,27826,60989,4177
31439,52140,27826,5347
31440,20493,52140,4980
31441,59026,20493,5843
31442,49190,59026,1238
31443,12977,49190,7762
31444,59559,12977,6978
31445,41002,59559,2321
31446,44823,41002,487
31447,29180,44823,7133
31448,30237,29180,252
31449,17590,30237,1621
31450,9873,17590,3140
31451,38475,9873,5659
31452,61099,38475,3868
31453,23399,61099,5817
31454,25093,23399,1836
31455,31667,25093,822
31456,2394,31667,3677
31457,15848,2394,1686
31458,3877,15848,1625
31459,36271,3877,4177
31460,7812,36271,4709
31461,59534,7812,7873
31462,52242,59534,1171
31463,29819,52242,5901
31464,35991,29819,7965
31465,39374,35991,683
31466,25529,39374,8014
31467,17314,25529,1027
31468,42264,17314,7383
31469,62702,42264,2622
31470,27769,62702,4882
31471,64981,27769,4661
31472,26091,64981,4871
31473,39935,26091,8130
31474,11529,39935,5854
31475,33278,11529,5534
31476,33488,33278,101
31477,29962,33488,7931
31478,60312,29962,5074
31479,13717,60312,7105
31480,33584,13717,5844
31481,3721,33584,4535
31482,2870,3721,183
31483,49,2870,352
31484,63513,49,7941
31485,55064,63513,1504
31486,39794,55064,2445
31487,27746,39794,7906
31488,3719,27746,3164
31489,7276,3719,605
31490,15939,7276,1093
31491,445,15939,2047
31492,485,445,11
31493,1411,485,140
31494,34859,1411,4533
31495,11319,34859,5251
31496,13010,11319,988
31497,64541,13010,6617
31498,16025,64541,6224
31499,17590,16025,3909
31500,58919,17590,5202
31501,14698,58919,7145
31502,6286,14698,1084
31503,36581,6286,4813
31504,61497,36581,4059
31505,27139,61497,4935
31506,58755,27139,4592
31507,16455,58755,5304
31508,53338,16455,4611
31509,40222,53338,2472
31510,16010,40222,5234
31511,58510,16010,6976
31512,165,58510,7301
31513,62205,165,7755
31514,9651,62205,6889
31515,45869,9651,4819
31516,32251,45869,6618
31517,48807,32251,6251
31518,14256,48807,4386
31519,43563,14256,5043
31520,52296,43563,3276
31521,3803,52296,6226
31522,21435,3803,2988
31523,33338,21435,6704
31524,64266,33338,3878
31525,53824,64266,1321
31526,56759,53824,510
31527,53255,56759,438
31528,28179,53255,6082
31529,2784,28179,3230
31530,65173,2784,7822
31531,59091,65173,776
31532,28301,59091,4363
31533,50391,28301,5451
31534,34552,50391,2117
31535,20546,34552,6871
31536,51263,20546,4879
31537,50247,51263,399
31538,22556,50247,5003
31539,60787,22556,5805
31540,63245,60787,847
31541,7822,63245,7472
31542,30451,7822,3343
31543,5456,30451,3188
31544,43205,5456,6066
31545,12986,43205,4943
31546,11664,12986,997
31547,17446,11664,3382
31548,38680,17446,6759
31549,46396,38680,1092
31550,57032,46396,3454
31551,12407,57032,7639
31552,64997,12407,6578
31553,49884,64997,2023
31554,28694,49884,5721
31555,22798,28694,1315
31556,12733,22798,3350
31557,12013,12733,1002
31558,28095,12013,2154
31559,24660,28095,445
31560,6819,24660,3934
31561,32961,6819,4940
31562,19765,32961,6590
31563,51426,19765,4282
31564,38674,51426,3070
31565,21598,38674,6249
31566,29120,21598,1203
31567,59222,29120,4818
31568,2885,59222,7554
31569,4720,2885,806
31570,55131,4720,6309
31571,7530,55131,6470
31572,41138,7530,6075
31573,13185,41138,4710
31574,34779,13185,5771
31575,45633,34779,1715
31576,63958,45633,2418
31577,33384,63958,3959
31578,15958,33384,6023
31579,56324,15958,7242
31580,24119,56324,4166
31581,4607,24119,2553
31582,56514,4607,6567
31583,52909,56514,589
31584,41638,52909,3457
31585,55832,41638,3863
31586,38875,55832,2488
31587,58402,38875,3711
31588,20933,58402,5820
31589,12209,20933,4046
31590,64842,12209,6751
31591,12677,64842,6553
31592,55496,12677,7465
31593,35942,55496,2709
31594,14339,35942,5772
31595,7625,14339,1209
31596,48255,7625,5174
31597,22822,48255,7339
31598,14062,22822,3577
31599,52616,14062,8044
31600,6803,52616,6883
31601,45097,6803,5463
31602,39368,45097,1340
31603,30740,39368,7227
31604,64271,30740,4195
31605,18977,64271,5669
31606,34891,18977,6221
31607,63947,34891,3632
31608,13857,63947,6653
31609,2735,13857,1937
31610,55181,2735,7076
31611,14255,55181,7172
31612,61986,14255,6321
31613,57368,61986,583
31614,8613,57368,6199
31615,10293,8613,306
31616,64979,10293,6844
31617,59960,64979,765
31618,45971,59960,2869
31619,38237,45971,1241
31620,35561,38237,1014
31621,7349,35561,4811
31622,30049,7349,3386
31623,60418,30049,4908
31624,3275,60418,7193
31625,53368,3275,7062
31626,12421,53368,7199
31627,44146,12421,5022
31628,16282,44146,4733
31629,63577,16282,6392
31630,55433,63577,1050
31631,20545,55433,4377
31632,39793,20545,6502
31633,60697,39793,3789
31634,47597,60697,2718
31635,47450,47597,22
31636,47085,47450,470
31637,1172,47085,5743
31638,45899,1172,5883
31639,32342,45899,6563
31640,25583,32342,951
31641,26678,25583,379
31642,56508,26678,5777
31643,43024,56508,3733
31644,30112,43024,7094
31645,57006,30112,5473
31646,16762,57006,5114
31647,46200,16762,7840
31648,38581,46200,1113
31649,31969,38581,7498
31650,36806,31969,7780
31651,62119,36806,4012
31652,37107,62119,3146
31653,29218,37107,7258
31654,58123,29218,4645
31655,35892,58123,3559
31656,57077,35892,2648
31657,25503,57077,6061
31658,3139,25503,3579
31659,53189,3139,6256
31660,34092,53189,2397
31661,2845,34092,4550
31662,64665,2845,7920
31663,37096,64665,3470
31664,30503,37096,7417
31665,3303,30503,3960
31666,13903,3303,1877
31667,45347,13903,4333
31668,3348,45347,6022
31669,14595,3348,1666
31670,26594,14595,3036
31671,9800,26594,2101
31672,19846,9800,3449
31673,43943,19846,7364
31674,38251,43943,2009
31675,4622,38251,4332
31676,3961,4622,942
31677,33002,3961,4594
31678,29768,33002,7828
31679,48861,29768,6482
31680,14482,48861,4297
31681,4030,14482,1765
31682,56571,4030,6760
31683,38377,56571,2338
31684,39850,38377,456
31685,57373,39850,3958
31686,30545,57373,4841
31687,25217,30545,698
31688,15245,25217,2849
31689,53379,15245,7521
31690,1222,53379,6792
31691,30377,1222,3661
31692,62974,30377,4202
31693,7835,62974,7532
31694,60711,7835,7799
31695,34021,60711,3384
31696,56062,34021,3011
31697,18236,56062,5048
31698,61817,18236,5832
31699,17239,61817,5701
31700,46157,17239,7907
31701,61846,46157,2235
31702,10521,61846,6929
31703,11275,10521,162
31704,33072,11275,5543
31705,22952,33072,6931
31706,44324,22952,7825
31707,61073,44324,2166
31708,60020,61073,156
31709,60916,60020,240
31710,38424,60916,3965
31711,26316,38424,7706
31712,62131,26316,4751
31713,5238,62131,7384
31714,12218,5238,1913
31715,11530,12218,86
31716,26326,11530,2427
31717,19153,26326,1408
31718,34618,19153,6589
31719,4948,34618,4749
31720,53978,4948,6193
31721,5579,53978,6370
31722,46997,5579,5195
31723,9222,46997,4722
31724,65238,9222,7002
31725,29691,65238,4517
31726,38971,29691,7544
31727,62880,38971,3507
31728,14396,62880,6579
31729,51136,14396,8191
31730,45553,51136,3782
31731,26590,45553,6853
31732,60254,26590,4496
31733,27764,60254,4325
31734,40439,27764,7728
31735,7687,40439,4222
31736,20788,7687,2534
31737,27362,20788,1914
31738,13164,27362,2865
31739,19074,13164,3901
31740,13659,19074,4091
31741,244,13659,1717
31742,9969,244,1216
31743,40878,9969,5931
31744,6241,40878,4345
31745,61616,6241,7450
31746,141,61616,7687
31747,31218,141,3887
31748,12863,31218,2425
31749,51813,12863,7947
31750,35792,51813,2102
31751,38674,35792,920
31752,6438,38674,4550
31753,42528,6438,6112
31754,9785,42528,4099
31755,61124,9785,6431
31756,4222,61124,8151
31757,101,4222,515
31758,36828,101,4599
31759,32898,36828,491
31760,17450,32898,6293
31761,44571,17450,7494
31762,8767,44571,4484
31763,10913,8767,275
31764,29713,10913,3030
31765,7111,29713,3578
31766,37253,7111,4424
31767,56994,37253,2532
31768,54233,56994,431
31769,19452,54233,4868
31770,39886,19452,6662
31771,50888,39886,2976
31772,8949,50888,7303
31773,18706,8949,3452
31774,19164,18706,121
31775,12522,19164,3910
31776,16610,12522,3585
31777,65045,16610,6110
31778,44025,65045,2749
31779,21130,44025,7982
31780,49581,21130,4708
31781,43776,49581,3413
31782,8728,43776,4387
31783,14885,8728,775
31784,18104,14885,3987
31785,26666,18104,1490
31786,46650,26666,7106
31787,33227,46650,1790
31788,40892,33227,974
31789,27904,40892,7767
31790,2579,27904,3298
31791,38642,2579,5020
31792,63505,38642,3548
31793,3572,63505,7868
31794,53484,3572,7075
31795,43912,53484,3948
31796,37932,43912,2036
31797,42421,37932,1587
31798,62154,42421,2799
31799,42054,62154,2769
31800,58217,42054,2277
31801,56736,58217,2009
31802,48592,56736,3086
31803,38987,48592,1203
31804,59915,38987,3656
31805,2421,59915,7279
31806,51681,2421,6162
31807,46568,51681,3969
31808,18304,46568,7757
31809,35405,18304,6585
31810,29321,35405,7960
31811,41144,29321,6726
31812,23784,41144,8074
31813,27851,23784,1540
31814,2844,27851,3322
31815,40180,2844,4861
31816,22487,40180,6500
31817,46737,22487,7208
31818,12575,46737,4337
31819,7172,12575,1443
31820,9562,7172,1835
31821,5878,9562,1653
31822,57575,5878,7874
31823,32345,57575,5079
31824,37175,32345,7661
31825,61173,37175,4088
31826,12416,61173,7118
31827,7801,12416,1503
31828,5497,7801,352
31829,58471,5497,7715
31830,54479,58471,1557
31831,63835,54479,1458
31832,7723,63835,7406
31833,29812,7723,3403
31834,54522,29812,5137
31835,34804,54522,2657
31836,50531,34804,2130
31837,14662,50531,8068
31838,4103,14662,1320
31839,40465,4103,4546
31840,19329,40465,6834
31841,55040,19329,5008
31842,30915,55040,5624
31843,25191,30915,852
31844,53176,25191,5563
31845,50158,53176,394
31846,11236,50158,7425
31847,46055,11236,4864
31848,3277,46055,6117
31849,24573,3277,2662
31850,50289,24573,4977
31851,36951,50289,2692
31852,7710,36951,4553
31853,3949,7710,558
31854,37473,3949,5025
31855,20510,37473,6223
31856,37094,20510,6175
31857,19652,37094,7044
31858,38786,19652,7016
31859,52062,38786,2971
31860,17855,52062,4572
31861,58885,17855,5239
31862,28316,58885,4371
31863,48199,28316,6747
31864,58983,48199,2884
31865,55585,58983,2024
31866,32981,55585,2878
31867,62122,32981,3663
31868,62406,62122,45
31869,33710,62406,3597
31870,11607,33710,5599
31871,11468,11607,51
31872,45103,11468,5020
31873,6614,45103,5439
31874,50991,6614,7135
31875,43388,50991,3530
31876,27109,43388,6163
31877,39057,27109,7726
31878,36215,39057,700
31879,51047,36215,2370
31880,59873,51047,1488
31881,42774,59873,2526
31882,439,42774,5332
31883,17834,439,2179
31884,2770,17834,2543
31885,7054,2770,555
31886,16521,7054,2912
31887,63913,16521,5924
31888,48229,63913,2233
31889,5898,48229,5485
31890,16507,5898,2798
31891,3614,16507,2508
31892,63173,3614,7963
31893,60599,63173,846
31894,6968,60599,7921
31895,8052,6968,137
31896,25189,8052,4002
31897,18511,25189,1349
31898,50409,18511,4500
31899,51541,50409,439
31900,47100,51541,4053
31901,18386,47100,7685
31902,54744,18386,4673
31903,31105,54744,5515
31904,7377,31105,3242
31905,31862,7377,3092
31906,19030,31862,1732
31907,39905,19030,6710
31908,65336,39905,3227
31909,1756,65336,7996
31910,23774,1756,2880
31911,29659,23774,1504
31912,14171,29659,2192
31913,17027,14171,3771
31914,56954,17027,5023
31915,14055,56954,7443
31916,28733,14055,2267
31917,46209,28733,6295
31918,45414,46209,188
31919,15458,45414,4512
31920,7420,15458,1043
31921,12655,7420,1458
31922,18930,12655,3859
31923,22177,18930,1002
31924,32341,22177,1310
31925,28324,32341,542
31926,22956,28324,1761
31927,43337,22956,7708
31928,31853,43337,6820
31929,29350,31853,473
31930,2237,29350,3907
31931,37086,2237,4876
31932,22734,37086,6402
31933,39133,22734,6146
31934,24979,39133,7977
31935,28568,24979,449
31936,31918,28568,614
31937,7305,31918,3076
31938,53952,7305,6601
31939,29565,53952,5175
31940,59255,29565,4737
31941,24310,59255,5936
31942,60193,24310,5818
31943,43435,60193,2129
31944,387,43435,5381
31945,23789,387,2989
31946,46146,23789,7445
31947,62197,46146,2262
31948,55079,62197,1210
31949,1901,55079,6665
31950,20224,1901,2317
31951,44466,20224,7254
31952,65522,44466,2632
31953,29595,65522,4493
31954,46704,29595,6333
31955,10448,46704,5076
31956,46646,10448,5084
31957,5622,46646,5240
31958,52479,5622,6945
31959,13359,52479,7962
31960,58055,13359,6877
31961,31950,58055,5057
31962,6106,31950,3426
31963,25131,6106,3774
31964,8450,25131,2149
31965,15862,8450,926
31966,52367,15862,7727
31967,52858,52367,94
31968,65296,52858,1581
31969,2999,65296,7828
31970,5364,2999,1000
31971,32312,5364,3417
31972,65132,32312,4106
31973,9480,65132,7020
31974,44359,9480,4361
31975,44352,44359,0
31976,6305,44352,5820
31977,38140,6305,4491
31978,16534,38140,6797
31979,40125,16534,7045
31980,52312,40125,2588
31981,62844,52312,1828
31982,10080,62844,6723
31983,46848,10080,4620
31984,63121,46848,2098
31985,43317,63121,3060
31986,27772,43317,6313
31987,7314,27772,3613
31988,64560,7314,7188
31989,49363,64560,1948
31990,15418,49363,8093
31991,61068,15418,6742
31992,1979,61068,7462
31993,65390,1979,7962
31994,8647,65390,7125
31995,59943,8647,6524
31996,24417,59943,5800
31997,45636,24417,7588
31998,46805,45636,146
31999,10638,46805,5099
32000,5950,10638,2006
32001,20392,5950,2834
32002,43386,20392,7386
32003,7675,43386,5776
32004,41949,7675,6084
32005,4410,41949,5724
32006,15448,4410,1452
32007,5889,15448,1387
32008,4350,5889,255
32009,64856,4350,7604
32010,42238,64856,2868
32011,60198,42238,2555
32012,57496,60198,375
32013,5076,57496,7785
32014,60558,5076,8171
32015,38324,60558,3879
32016,54816,38324,2162
32017,37350,54816,2296
32018,13983,37350,5359
32019,56784,13983,7529
32020,12811,56784,7675
32021,33124,12811,5741
32022,37476,33124,608
32023,23243,37476,6421
32024,8593,23243,3947
32025,1839,8593,1239
32026,47629,1839,6052
32027,27063,47629,6775
32028,26292,27063,480
32029,9456,26292,2120
32030,25708,9456,2067
32031,59453,25708,4490
32032,31872,59453,4759
32033,57860,31872,5072
32034,3292,57860,7643
32035,51373,3292,6286
32036,48020,51373,3687
32037,4020,48020,5764
32038,21853,4020,2909
32039,54102,21853,4289
32040,17120,54102,4662
32041,7337,17120,3017
32042,26372,7337,3957
32043,10520,26372,2499
32044,43183,10520,4150
32045,43934,43183,102
32046,62609,43934,3041
32047,23350,62609,5620
32048,47079,23350,7578
32049,57686,47079,2774
32050,50017,57686,1094
32051,11376,50017,7650
32052,48527,11376,4671
32053,40400,48527,1035
32054,56966,40400,2154
32055,20305,56966,4666
32056,10898,20305,3256
32057,5305,10898,1989
32058,55347,5305,6545
32059,46533,55347,3518
32060,36290,46533,1792
32061,31010,36290,7836
32062,48477,31010,6287
32063,17902,48477,7958
32064,10782,17902,3582
32065,45170,10782,4941
32066,40863,45170,1533
32067,2103,40863,4853
32068,44375,2103,5292
32069,16542,44375,7609
32070,55646,16542,4920
32071,8872,55646,8062
32072,51856,8872,7431
32073,60822,51856,1248
32074,28717,60822,5047
32075,13691,28717,2218
32076,48485,13691,4355
32077,47618,48485,236
32078,14706,47618,4206
32079,60655,14706,6835
32080,63790,60655,696
32081,16173,63790,6336
32082,42313,16173,4940
32083,56412,42313,3874
32084,34948,56412,2715
32085,36929,34948,792
32086,21415,36929,6268
32087,63112,21415,5285
32088,57604,63112,753
32089,7348,57604,8118
32090,55234,7348,6510
32091,14136,55234,7199
32092,12114,14136,781
32093,17922,12114,3370
32094,19888,17922,374
32095,21001,19888,1015
32096,24416,21001,429
32097,40092,24416,6271
32098,42574,40092,1882
32099,31359,42574,7046
32100,25840,31359,977
32101,63519,25840,5021
32102,52578,63519,1711
32103,39262,52578,2695
32104,34902,39262,545
32105,57032,34902,2771
32106,3587,57032,6681
32107,33592,3587,4519
32108,48002,33592,1815
32109,61479,48002,2420
32110,22841,61479,5411
32111,1095,22841,2991
32112,15165,1095,2031
32113,18195,15165,3973
32114,21215,18195,697
32115,54652,21215,4340
32116,179,54652,6841
32117,1757,179,205
32118,18640,1757,2497
32119,52951,18640,4288
32120,50992,52951,316
32121,34760,50992,2079
32122,30786,34760,8177
32123,60152,30786,4695
32124,43566,60152,2074
32125,54967,43566,3987
32126,17772,54967,4731
32127,61430,17772,5459
32128,40847,61430,3599
32129,31784,40847,7284
32130,18799,31784,1704
32131,53615,18799,4864
32132,21030,53615,4201
32133,48736,21030,7560
32134,23154,48736,7298
32135,8160,23154,2226
32136,8315,8160,2035
32137,53991,8315,7763
32138,61966,53991,1053
32139,6454,61966,7527
32140,17359,6454,2911
32141,45879,17359,7711
32142,38380,45879,1243
32143,11940,38380,5993
32144,25437,11940,2495
32145,34991,25437,7550
32146,9901,34991,5568
32147,5046,9901,1699
32148,6114,5046,138
32149,58317,6114,7813
32150,14601,58317,7000
32151,43686,14601,4725
32152,9055,43686,4415
32153,12956,9055,568
32154,56634,12956,7668
32155,25070,56634,6042
32156,24861,25070,30
32157,10859,24861,2414
32158,30874,10859,2654
32159,55070,30874,5616
32160,45553,55070,3293
32161,6335,45553,5417
32162,38282,6335,4518
32163,53999,38282,2284
32164,26816,53999,5957
32165,20361,26816,1257
32166,52630,20361,4163
32167,62103,52630,2016
32168,64325,62103,314
32169,8347,64325,7035
32170,12758,8347,553
32171,37469,12758,5233
32172,64274,37469,3369
32173,7256,64274,7401
32174,54678,7256,6457
32175,52592,54678,796
32176,39636,52592,2804
32177,34731,39636,943
32178,24376,34731,6930
32179,42740,24376,7993
32180,17370,42740,7333
32181,15673,17370,4060
32182,50009,15673,8140
32183,45150,50009,3680
32184,65495,45150,2545
32185,28122,65495,4673
32186,36403,28122,7293
32187,49409,36403,2534
32188,47847,49409,3964
32189,62532,47847,2516
32190,24385,62532,5472
32191,37608,24385,6581
32192,41423,37608,1636
32193,12296,41423,4664
32194,31528,12296,2404
32195,22757,31528,1145
32196,8328,22757,3853
32197,39874,8328,5993
32198,38869,39874,386
32199,41449,38869,1735
32200,17662,41449,7330
32201,37516,17662,6862
32202,18146,37516,6797
32203,7574,18146,2926
32204,35348,7574,4848
32205,63667,35348,3668
32206,41533,63667,2897
32207,5650,41533,5765
32208,20203,5650,2847
32209,48045,20203,7848
32210,7947,48045,5268
32211,45854,7947,5506
32212,32356,45854,6575
32213,23881,32356,1125
32214,43721,23881,7920
32215,23142,43721,7701
32216,10978,23142,3600
32217,65064,10978,6809
32218,30388,65064,4371
32219,49433,30388,5877
32220,8788,49433,7273
32221,39787,8788,5927
32222,5482,39787,4544
32223,33468,5482,4858
32224,48753,33468,1945
32225,29613,48753,6587
32226,52945,29613,6063
32227,20795,52945,5117
32228,30021,20795,1167
32229,50995,30021,5710
32230,20023,50995,4384
32231,4673,20023,2958
32232,60909,4673,8181
32233,26466,60909,4433
32234,3770,26466,3387
32235,32200,3770,3694
32236,40350,32200,7178
32237,51568,40350,2717
32238,10730,51568,7187
32239,4595,10730,1795
32240,12523,4595,1059
32241,36958,12523,5142
32242,27820,36958,8094
32243,28698,27820,918
32244,17734,28698,1707
32245,49701,17734,4332
32246,54880,49701,648
32247,30502,54880,5160
32248,14023,30502,2108
32249,7215,14023,1373
32250,58950,7215,8013
32251,44831,58950,2347
32252,1580,44831,5414
32253,15112,1580,1956
32254,23325,15112,3074
32255,55811,23325,4131
32256,39712,55811,2084
32257,35156,39712,590
32258,18700,35156,6155
32259,48600,18700,7834
32260,59071,48600,2924
32261,10756,59071,6551
32262,43461,10756,4216
32263,31748,43461,6840
32264,43609,31748,6859
32265,20932,43609,8051
32266,51943,20932,4964
32267,2523,51943,6247
32268,58998,2523,7669
32269,50103,58998,1208
32270,16036,50103,8098
32271,40569,16036,5147
32272,13850,40569,5388
32273,25958,13850,2671
32274,12963,25958,2808
32275,10706,12963,878
32276,39498,10706,5747
32277,7668,39498,4343
32278,20775,7668,2458
32279,10503,20775,3844
32280,31181,10503,2585
32281,29846,31181,427
32282,36976,29846,7324
32283,27642,36976,8049
32284,55607,27642,5721
32285,41538,55607,3950
32286,37985,41538,1732
32287,40996,37985,1672
32288,3874,40996,5600
32289,2727,3874,176
32290,34402,2727,4504
32291,46245,34402,1624
32292,30910,46245,6531
32293,20572,30910,1308
32294,34695,20572,6907
32295,27548,34695,7555
32296,62092,27548,4898
32297,30811,62092,4442
32298,8433,30811,2837
32299,44216,8433,4489
32300,6502,44216,5819
32301,53423,6502,6457
32302,22132,53423,4315
32303,27919,22132,1903
32304,38850,27919,8025
32305,36460,38850,821
32306,16249,36460,5666
32307,16429,16249,4074
32308,822,16429,2147
32309,22240,822,2746
32310,18981,22240,920
32311,58992,18981,5514
32312,3646,58992,7433
32313,10247,3646,1223
32314,36027,10247,5271
32315,27794,36027,7173
32316,4669,27794,4053
32317,21571,4669,2255
32318,51518,21571,5039
32319,45191,51518,3895
32320,13761,45191,4264
32321,34124,13761,5649
32322,1882,34124,4162
32323,24457,1882,2842
32324,45834,24457,7568
32325,64100,45834,2349
32326,59524,64100,604
32327,49520,59524,1342
32328,717,49520,6263
32329,30159,717,3808
32330,6751,30159,3570
32331,58694,6751,8163
32332,61236,58694,334
32333,36226,61236,3158
32334,35681,36226,220
32335,794,35681,4367
32336,54057,794,6662
32337,21274,54057,4102
32338,17846,21274,725
32339,10004,17846,3156
32340,35284,10004,5592
32341,34575,35284,475
32342,5219,34575,4717
32343,31177,5219,3509
32344,53857,31177,5493
32345,52008,53857,809
32346,22190,52008,5040
32347,47568,22190,7663
32348,11270,47568,4794
32349,34865,11270,5254
32350,42429,34865,1457
32351,47765,42429,997
32352,28227,47765,6810
32353,31467,28227,661
32354,12413,31467,2386
32355,64620,12413,6530
32356,41324,64620,2976
32357,7236,41324,6053
32358,61893,7236,7600
32359,45544,61893,2053
32360,56164,45544,3409
32361,22728,56164,4213
32362,9402,22728,3982
32363,50797,9402,7258
32364,9386,50797,7256
32365,19286,9386,3583
32366,39796,19286,6660
32367,47620,39796,1070
32368,43417,47620,627
32369,61206,43417,2257
32370,56289,61206,1694
32371,26222,56289,6065
32372,48107,26222,7088
32373,64681,48107,2280
32374,9961,64681,6984
32375,379,9961,1266
32376,26750,379,3360
32377,26274,26750,475
32378,52690,26274,5486
32379,61595,52690,1961
32380,42330,61595,2744
32381,10549,42330,4493
32382,31206,10549,2586
32383,16820,31206,1802
32384,23538,16820,840
32385,24878,23538,1883
32386,19026,24878,1391
32387,56630,19026,4844
32388,54186,56630,467
32389,56868,54186,433
32390,60497,56868,1614
32391,50541,60497,1319
32392,16537,50541,4286
32393,41965,16537,7278
32394,4489,41965,5708
32395,63254,4489,7379
32396,31375,63254,4531
32397,3924,31375,3771
32398,59572,3924,7420
32399,48948,59572,2800
32400,8281,48948,5101
32401,37385,8281,5706
32402,31875,37385,7633
32403,39459,31875,7380
32404,43842,39459,1580
32405,14808,43842,4691
32406,7358,14808,1196
32407,61420,7358,7786
32408,14045,61420,6950
32409,30493,14045,2104
32410,13743,30493,2134
32411,16859,13743,3726
32412,257,16859,2075
32413,54903,257,6894
32414,14784,54903,7670
32415,40271,14784,5265
32416,58901,40271,3947
32417,41403,58901,2293
